uri,name,type,n_variable,n_words,n_words_unique,n_characters,avg_char_per_word,n_loop,n_ifthen,arg_name,arg_type,arg_value,line,docs,list_functions,n_functions
source/bin/auto_feature_AFEM/AFE.py:EntitySet:_pathstype,EntitySet:_pathstype,method,9,21,17,418,19.9,2,0,"['self', 'paths']","[None, None]","[None, None]",209,[],"['range', 'subpathstype.append', 'pathstype.append']",3
source/bin/auto_feature_AFEM/AFE.py:EntitySet:collectiontransform,EntitySet:collectiontransform,method,0,1,1,4,4.0,0,0,"['self', 'path', 'target']","[None, None, None]","[None, None, None]",224,[],[],0
source/bin/auto_feature_AFEM/AFE.py:EntitySet:getentity,EntitySet:getentity,method,2,11,11,90,8.18,0,0,"['self', 'entityid']","[None, None]","[None, None]",226,[],"['Exception', 'str']",2
source/bin/auto_feature_AFEM/AFE.py:Entity:__init__,Entity:__init__,method,20,38,29,612,16.11,0,3,"['self', 'entity_id', 'dataframe', 'index', 'time_index', 'variable_types']","[None, None, None, None, None, None]","[None, None, None, None, 'None', 'None']",234,[],"['super', 'dataframe.add_prefix', 'pd.to_datetime']",3
source/bin/auto_feature_AFEM/AFE.py:Entity:getcolumns,Entity:getcolumns,method,4,8,7,99,12.38,0,1,"['self', 'columns']","[None, None]","[None, None]",255,[],['isinstance'],1
source/bin/auto_feature_AFEM/AFE.py:Entity:getfeattype,Entity:getfeattype,method,4,5,4,79,15.8,0,0,"['self', 'featname']","[None, None]","[None, None]",263,[],[],0
source/bin/auto_feature_AFEM/AFE.py:Entity:getfeatname,Entity:getfeatname,method,4,7,7,55,7.86,1,0,['self'],[None],[None],270,[],[],0
source/bin/auto_feature_AFEM/AFE.py:Entity:merge,Entity:merge,method,8,8,8,210,26.25,0,0,"['self', 'features', 'path', 'how']","[None, None, None, None]","[None, None, None, ""'right'""]",273,[],"['path.getpathdetail', 'merge']",2
source/bin/auto_feature_AFEM/AFE.py:Function:__init__,Function:__init__,method,3,4,4,44,11.0,0,0,"['self', 'arg']","[None, None]","[None, None]",286,[],['super'],1
source/bin/auto_feature_AFEM/AFE.py:Generator:__init__,Generator:__init__,method,5,7,7,79,11.29,0,0,"['self', 'es']","[None, None]","[None, None]",292,[],['super'],1
source/bin/auto_feature_AFEM/AFE.py:Generator:reload_data,Generator:reload_data,method,2,2,2,10,5.0,0,0,"['self', 'es']","[None, None]","[None, None]",298,[],[],0
source/bin/auto_feature_AFEM/AFE.py:Generator:layer,Generator:layer,method,30,68,54,1150,16.91,2,3,"['self', 'path', 'start_part', 'start_part_id']","[None, None, None, None]","[None, None, 'None', 'None']",302,[],"['hash', 'self._layer', 'layers', 'len', 'self.layer', 'range', 'dataframe.merge', 'Path']",8
source/bin/auto_feature_AFEM/AFE.py:Generator:layers,Generator:layers,method,18,44,37,768,17.45,2,2,"['self', 'paths', 'start_part', 'start_part_id']","[None, None, None, None]","[None, None, 'None', 'None']",320,[],"['len', 'self.layer', 'range', 'dataframe.merge', 'Path']",5
source/bin/auto_feature_AFEM/AFE.py:Generator:defaultfunc,Generator:defaultfunc,method,14,39,28,563,14.44,1,1,"['self', 'path']","[None, None]","[None, None]",350,[],"['len', 'targetentity.getfeatname', 'targetentity.getfeattype']",3
source/bin/auto_feature_AFEM/AFE.py:Generator:_layer,Generator:_layer,method,50,164,99,2206,13.45,2,8,"['self', 'path', 'start_part', 'start_part_id']","[None, None, None, None]","[None, None, 'None', 'None']",375,[],"['path.getinversepathstype', 'pd.DataFrame', 'range', 'set', 'leftcolumns.add', 'len', 'leftremain.append', 'list', 'rightcolumns.add', 'rightremain.append', 'start_part[list', 'dataframe[list', 'dataframe.drop_duplicates', 'Path']",14
source/bin/auto_feature_AFEM/AFE.py:Generator:pathfilter,Generator:pathfilter,method,11,18,16,340,18.89,0,1,"['self', 'path', 'function', 'start_part', 'start_part_id']","[None, None, None, None, None]","[None, None, None, 'None', 'None']",446,[],"['hash', 'path.getstartpartname']",2
source/bin/auto_feature_AFEM/AFE.py:Generator:aggregate,Generator:aggregate,method,53,259,134,2922,11.28,4,12,"['self', 'path', 'function', 'iftimeuse ', 'winsize', 'lagsize']","[None, None, None, None, None, None]","[None, None, None, ' True', ""'all'"", ""'last'""]",458,[],"['step', 'float', 'Exception', 'int', 'hash', 'path.getstartpartname', 'isinstance', 'feature_cols.extend', 'feature_cols.append', 'path.getstarttimeindex', 'path.getlasttimeindex', 'lag<step', 'lag>step', 'len', 'tmpmerged.groupby', 'set', 'callable', 'newfeats.append', 'newfeats_name.append', 'NotImplementedError', 'pd.concat']",21
source/bin/auto_feature_AFEM/AFE.py:Generator:add_compute_series,Generator:add_compute_series,method,7,10,10,179,17.9,1,0,"['self', 'compute_series', 'start_part']","[None, None, None]","[None, None, 'None']",576,[],"['layer', 'aggregate', 'newfeats.merge']",3
source/bin/auto_feature_AFEM/AFE.py:Generator:pathcompute,Generator:pathcompute,method,46,112,81,1554,13.88,3,7,"['self', 'cs', 'ngroups', 'njobs']","[None, None, None, None]","[None, None, ""'auto'"", '1']",584,[],"['isinstance', 'set', 'path.getpathstype', 'selected.add', 'list', 'es.getentity', 'selected.append', 'len', 'min', 'range', 'int', 'time.time', 'start.groupby', 'dfgroups.append', 'xrange', 'self.collect_agg', 'Pool', 'p.map', 'pd.concat', 'merge']",20
source/bin/auto_feature_AFEM/AFE.py:Generator:collect_agg,Generator:collect_agg,method,15,23,21,363,15.78,1,1,"['self', 'inputs']","[None, None]","[None, None]",649,[],"['tqdm', 'self.layer', 'newpath.getpathdetail', 'newfeats.append', 'len', 'pd.concat']",6
source/bin/auto_feature_AFEM/AFE.py:Generator:layer_sequencal_agg,Generator:layer_sequencal_agg,method,28,65,50,881,13.55,2,2,"['self', 'path', 'es', 'ngroups ', 'njobs']","[None, None, None, None, None]","[None, None, None, ' None', '1']",672,[],"['aggregation', 'inverse', 'range', 'int', 'time.time', 'dfgroups.append', 'xrange', 'collect_agg', 'Pool', 'p.map']",10
source/bin/auto_feature_AFEM/AFE.py:Generator:transform,Generator:transform,method,0,1,1,4,4.0,0,0,"['self', 'path', 'featurenames', 'function']","[None, None, None, None]","[None, None, None, None]",710,[],[],0
source/bin/auto_feature_AFEM/AFE.py:Generator:singlepathcompunation,Generator:singlepathcompunation,method,11,20,20,286,14.3,1,1,"['self', 'pathstype', 'targetfeatures', 'functionset']","[None, None, None, None]","[None, None, None, None]",714,[],"['checkorder', 'Exception', 'self.mergelayer']",3
source/bin/auto_feature_AFEM/AFE.py:Generator:pathcompunation,Generator:pathcompunation,method,20,38,32,416,10.95,1,2,"['self', 'pathsfunc']","[None, None]","[None, None]",723,[],"['self.mergelayer', 'time_index.append', 'func']",3
source/bin/deltapy/extract.py:set_property,set_property,function,7,25,22,177,7.08,0,1,"['key', 'value']","[None, None]","[None, None]",19,"['    """"""\n', '    This method returns a decorator that sets the property key of the function to value\n', '    """"""\n']","['decorate_func', 'setattr']",2
source/bin/deltapy/extract.py:abs_energy,abs_energy,function,5,10,10,76,7.6,0,1,['x'],[None],[None],35,[],"['isinstance', 'np.asarray', 'np.dot']",3
source/bin/deltapy/extract.py:cid_ce,cid_ce,function,10,24,19,166,6.92,0,3,"['x', 'normalize']","[None, None]","[None, None]",47,[],"['isinstance', 'np.asarray', 'np.std', 'np.mean', 'np.diff', 'np.sqrt']",6
source/bin/deltapy/extract.py:mean_abs_change,mean_abs_change,function,2,2,2,33,16.5,0,0,['x'],[None],[None],67,[],['np.mean'],1
source/bin/deltapy/extract.py:_roll,_roll,function,7,13,13,105,8.08,0,1,"['a', 'shift']","[None, None]","[None, None]",76,[],"['isinstance', 'np.asarray', 'len', 'np.concatenate']",4
source/bin/deltapy/extract.py:mean_second_derivative_central,mean_second_derivative_central,function,3,10,10,73,7.3,0,0,['x'],[None],[None],82,[],"['np.array', '_roll', 'np.mean']",3
source/bin/deltapy/extract.py:variance_larger_than_standard_deviation,variance_larger_than_standard_deviation,function,4,6,5,30,5.0,0,0,['x'],[None],[None],93,[],"['np.var', 'np.sqrt']",2
source/bin/deltapy/extract.py:var_index,var_index,function,19,52,43,377,7.25,1,0,"['time', 'param']","[None, None]","[None, 'var_index_param']",106,[],"['param.items', 'np.power', 'np.mean', 'len', 'np.var', 'sum', 'final.append', 'keys.append', 'zip']",9
source/bin/deltapy/extract.py:symmetry_looking,symmetry_looking,function,10,23,22,247,10.74,1,1,"['x', 'param=[{""r""']","[None, '']","[None, '[{""r"": 0.2}]']",132,[],"['isinstance', 'np.asarray', 'np.abs', 'np.median', 'np.max', 'np.min']",6
source/bin/deltapy/extract.py:has_duplicate_max,has_duplicate_max,function,5,11,11,88,8.0,0,1,['x'],[None],[None],147,"['    """"""\n', '    Checks if the maximum value of x is observed more than once\n', '\n', '    :param x: the time series to calculate the feature of\n', '    :type x: numpy.ndarray\n', '    :return: the value of this feature\n', '    :return type: bool\n', '    """"""\n']","['isinstance', 'np.asarray', 'np.sum', 'np.max']",4
source/bin/deltapy/extract.py:partial_autocorrelation,partial_autocorrelation,function,6,42,29,374,8.9,0,2,"['x', 'param=[{""lag""']","[None, '']","[None, '[{""lag"": 1}]']",166,[],"['max', 'len', 'list']",3
source/bin/deltapy/extract.py:augmented_dickey_fuller,augmented_dickey_fuller,function,26,64,40,410,6.41,2,4,"['x', 'param=[{""attr""']","[None, '']","[None, '[{""attr"": ""teststat""}]']",190,[],['adfuller'],1
source/bin/deltapy/extract.py:gskew,gskew,function,8,21,18,250,11.9,0,0,['x'],[None],[None],214,[],"['np.median', 'np.percentile']",2
source/bin/deltapy/extract.py:stetson_mean,stetson_mean,function,21,48,43,399,8.31,1,1,"['x', 'param']","[None, None]","[None, 'stestson_param']",234,[],"['np.median', 'range', 'np.abs', 'np.sqrt', 'weight1.mean', 'np.mean']",6
source/bin/deltapy/extract.py:length,length,function,1,2,2,12,6.0,0,0,['x'],[None],[None],261,[],['len'],1
source/bin/deltapy/extract.py:count_above_mean,count_above_mean,function,4,6,6,40,6.67,0,0,['x'],[None],[None],270,[],"['np.mean', 'np.where']",2
source/bin/deltapy/extract.py:get_length_sequences_where,get_length_sequences_where,function,2,24,20,126,5.25,0,2,['x'],[None],[None],282,[],"['len', 'itertools.groupby']",2
source/bin/deltapy/extract.py:longest_strike_below_mean,longest_strike_below_mean,function,5,16,14,129,8.06,0,1,['x'],[None],[None],290,[],"['isinstance', 'np.asarray', 'np.max', 'np.mean']",4
source/bin/deltapy/extract.py:wozniak,wozniak,function,15,74,47,497,6.72,3,3,"['magnitude', 'param']","[None, None]","[None, 'woz_param']",304,[],"['len', 'np.std', 'np.mean', 'range', 'if', 'iters.append', 'enumerate']",7
source/bin/deltapy/extract.py:last_location_of_maximum,last_location_of_maximum,function,4,12,11,71,5.92,0,0,['x'],[None],[None],336,[],"['np.asarray', 'np.argmax', 'len']",3
source/bin/deltapy/extract.py:fft_coefficient,fft_coefficient,function,17,80,53,602,7.53,1,1,"['x', 'param = [{""coeff""', '""attr""']","[None, '', ' ""real""}]']","[None, ' [{""coeff"": 10', None]",346,[],"['min', 'set', 'complex_agg', 'np.abs', 'np.angle', 'len']",6
source/bin/deltapy/extract.py:ar_coefficient,ar_coefficient,function,20,56,44,563,10.05,1,2,"['x', 'param=[{""coeff""', '""k""']","[None, '', ' 5}]']","[None, '[{""coeff"": 5', None]",377,[],"['list', 'AR', 'calculated_AR.fit', 'res.items']",4
source/bin/deltapy/extract.py:index_mass_quantile,index_mass_quantile,function,9,28,22,259,9.25,0,1,"['x', 'param=[{""q""']","[None, '']","[None, '[{""q"": 0.3}]']",416,[],"['np.asarray', 'np.abs', 'sum', 'np.cumsum']",4
source/bin/deltapy/extract.py:number_cwt_peaks,number_cwt_peaks,function,1,11,10,124,11.27,0,0,"['x', 'param']","[None, None]","[None, 'cwt_param']",441,[],['len'],1
source/bin/deltapy/extract.py:spkt_welch_density,spkt_welch_density,function,11,62,46,500,8.06,2,2,"['x', 'param=[{""coeff""']","[None, '']","[None, '[{""coeff"": 5}]']",451,[],"['welch', 'nperseg=min', 'len', 'np.max', 'zip', 'list']",6
source/bin/deltapy/extract.py:linear_trend_timewise,linear_trend_timewise,function,10,19,19,236,12.42,1,0,"['x', 'param= [{""attr""']","[None, '']","[None, ' [{""attr"": ""pvalue""}]']",475,[],"['np.asarray', 'float', 'linregress', 'getattr']",4
source/bin/deltapy/extract.py:c3,c3,function,8,25,20,155,6.2,0,2,"['x', 'lag']","[None, None]","[None, '3']",495,[],"['isinstance', 'np.asarray', 'np.mean', '_roll']",4
source/bin/deltapy/extract.py:binned_entropy,binned_entropy,function,11,24,21,170,7.08,0,1,"['x', 'max_bins']","[None, None]","[None, '10']",510,[],"['isinstance', 'np.asarray', 'np.histogram', 'np.sum']",4
source/bin/deltapy/extract.py:_embed_seq,_embed_seq,function,16,53,41,218,4.11,2,2,"['X', 'Tau', 'D']","[None, None, None]","[None, None, None]",527,[],"['print', 'exit', 'np.zeros', 'range']",4
source/bin/deltapy/extract.py:svd_entropy,svd_entropy,function,16,47,40,383,8.15,1,0,"['epochs', 'param']","[None, None]","[None, 'svd_param']",544,[],"['svd_entropy_1d', '_embed_seq', 'sum', 'np.sum', 'np.log', 'final.append', 'enumerate']",7
source/bin/deltapy/extract.py:_hjorth_mobility,_hjorth_mobility,function,7,12,10,114,9.5,0,0,['epochs'],[None],[None],568,[],"['np.diff', 'np.std', 'np.divide']",3
source/bin/deltapy/extract.py:hjorth_complexity,hjorth_complexity,function,8,16,13,179,11.19,0,0,['epochs'],[None],[None],576,[],"['np.diff', 'np.std', 'np.divide', '_hjorth_mobility']",4
source/bin/deltapy/extract.py:_estimate_friedrich_coefficients,_estimate_friedrich_coefficients,function,20,49,43,475,9.69,0,0,"['x', 'm', 'r']","[None, None, None]","[None, None, None]",589,[],"['pd.DataFrame', 'np.diff', 'pd.qcut', 'df.groupby', 'result.dropna', 'np.polyfit']",6
source/bin/deltapy/extract.py:max_langevin_fixed_point,max_langevin_fixed_point,function,6,14,12,176,12.57,0,0,"['x', 'r', 'm']","[None, None, None]","[None, '3', '30']",611,[],"['_estimate_friedrich_coefficients', 'np.max']",2
source/bin/deltapy/extract.py:willison_amplitude,willison_amplitude,function,1,7,7,72,10.29,0,0,"['X', 'param']","[None, None]","[None, 'will_param']",629,[],[],0
source/bin/deltapy/extract.py:percent_amplitude,percent_amplitude,function,13,30,28,334,11.13,1,0,"['x', 'param ']","[None, None]","[None, 'perc_param']",641,[],"['np.max', 'np.min', 'np.median', 'final.append', 'abs', 'zip']",6
source/bin/deltapy/extract.py:cad_prob,cad_prob,function,1,11,11,106,9.64,0,0,"['cads', 'param']","[None, None]","[None, 'cad_param']",665,[],"['stats.percentileofscore', 'float']",2
source/bin/deltapy/extract.py:zero_crossing_derivative,zero_crossing_derivative,function,5,20,20,171,8.55,0,0,"['epochs', 'param']","[None, None]","[None, 'zero_param']",677,[],"['np.diff', 'np.apply_along_axis', 'np.sum']",3
source/bin/deltapy/extract.py:detrended_fluctuation_analysis,detrended_fluctuation_analysis,function,32,123,92,751,6.11,2,4,['epochs'],[None],[None],689,[],"['dfa_1d', 'np.array', 'np.mean', 'np.cumsum', 'np.floor', 'int', 'np.zeros', 'F', 'range', 'len', 'print', 'exit', 'list', 'np.vstack', 'np.ones', 'np.sqrt', 'np.log', 'np.apply_along_axis']",18
source/bin/deltapy/extract.py:_embed_seq,_embed_seq,function,16,53,41,218,4.11,2,2,"['X', 'Tau', 'D']","[None, None, None]","[None, None, None]",736,"['        """"""Compute Petrosian Fractal Dimension of a time series from either two\n', '        cases below:\n', '            1. X, the time series of type list (default)\n', '            2. D, the first order differential sequence of X (if D is provided,\n', '               recommended to speed up)\n', ""        In case 1, D is computed using Numpy's difference function.\n"", '        To speed up, it is recommended to compute D before calling this function\n', '        because D may also be used by other functions whereas computing it here\n', '        again will slow down.\n', '        """"""\n']","['print', 'exit', 'np.zeros', 'range']",4
source/bin/deltapy/extract.py:fisher_information,fisher_information,function,9,37,34,319,8.62,0,0,"['epochs', 'param']","[None, None]","[None, 'fisher_param']",746,[],"['fisher_info_1d', '_embed_seq', 'sum', 'np.sum']",4
source/bin/deltapy/extract.py:higuchi_fractal_dimension,higuchi_fractal_dimension,function,16,72,54,453,6.29,3,0,"['epochs', 'param']","[None, None]","[None, 'hig_param']",766,[],"['hfd_1d', 'len', 'range', 'int', 'abs', 'np.floor', 'float', 'Lk.append', 'L.append', 'x.append', 'np.apply_along_axis']",11
source/bin/deltapy/extract.py:petrosian_fractal_dimension,petrosian_fractal_dimension,function,20,50,42,282,5.64,1,2,['epochs'],[None],[None],794,[],"['pfd_1d', 'np.diff', 'D.tolist', 'range', 'len', 'np.log10', 'np.apply_along_axis']",7
source/bin/deltapy/extract.py:hurst_exponent,hurst_exponent,function,39,85,66,542,6.38,3,2,['epochs'],[None],[None],824,[],"['hurst_1d', 'np.array', 'np.arange', 'np.cumsum', 'np.zeros', 'range', 'np.std', 'np.ptp', 'len', 'np.diff', 'max', 'np.log', 'np.column_stack', 'np.ones', 'np.apply_along_axis']",15
source/bin/deltapy/extract.py:_embed_seq,_embed_seq,function,16,53,41,218,4.11,2,2,"['X', 'Tau', 'D']","[None, None, None]","[None, None, None]",736,"['        """"""Compute Petrosian Fractal Dimension of a time series from either two\n', '        cases below:\n', '            1. X, the time series of type list (default)\n', '            2. D, the first order differential sequence of X (if D is provided,\n', '               recommended to speed up)\n', ""        In case 1, D is computed using Numpy's difference function.\n"", '        To speed up, it is recommended to compute D before calling this function\n', '        because D may also be used by other functions whereas computing it here\n', '        again will slow down.\n', '        """"""\n']","['print', 'exit', 'np.zeros', 'range']",4
source/bin/deltapy/extract.py:largest_lyauponov_exponent,largest_lyauponov_exponent,function,43,142,119,1210,8.52,0,0,"['epochs', 'param']","[None, None]","[None, 'lyaup_param']",871,[],"['LLE_1d', '_embed_seq', 'len', 'np.tile', 'np.transpose', 'np.sqrt', 'np.tri', 'np.logical_and', 'np.sum', 'np.arange', 'np.vstack', 'np.ones', 'np.apply_along_axis']",13
source/bin/deltapy/extract.py:whelch_method,whelch_method,function,15,31,29,272,8.77,1,0,"['data', 'param']","[None, None]","[None, 'whelch_param']",926,[],"['signal.welch', 'pd.DataFrame', 'df.sort_values', 'final.append', 'zip']",5
source/bin/deltapy/extract.py:find_freq,find_freq,function,18,39,35,441,11.31,1,0,"['serie', 'param']","[None, None]","[None, 'freq_param']",948,[],"['np.array', 'range', 'len', 'pd.DataFrame', 'df.sort_values', 'final.append', 'zip']",7
source/bin/deltapy/extract.py:flux_perc,flux_perc,function,15,28,24,400,14.29,0,0,['magnitude'],[None],[None],969,[],"['np.sort', 'len', 'int']",3
source/bin/deltapy/extract.py:range_cum_s,range_cum_s,function,10,18,18,138,7.67,0,0,['magnitude'],[None],[None],990,[],"['np.std', 'len', 'np.mean', 'np.cumsum', 'np.max', 'np.min']",6
source/bin/deltapy/extract.py:structure_func,structure_func,function,39,116,84,1092,9.41,2,3,"['time', 'param']","[None, None]","[None, 'struct_param']",1007,[],"['param.items', 'np.zeros', 'interp1d', 'np.linspace', 'np.max', 'f', 'np.arange', 'np.mean', 'np.power', 'np.abs', 'np.log10', 'len', 'np.polyfit', 'dict_final.items', 'zip']",15
source/bin/deltapy/extract.py:kurtosis,kurtosis,function,5,8,8,72,9.0,0,1,['x'],[None],[None],1061,[],"['isinstance', 'pd.Series']",2
source/bin/deltapy/extract.py:stetson_k,stetson_k,function,8,19,18,147,7.74,0,0,['x'],[None],[None],1074,"['    """"""A robust kurtosis statistic.""""""\n']","['len', 'stetson_mean', 'np.sqrt', 'np.mean']",4
source/bin/deltapy/interact.py:lowess,lowess,function,33,91,70,648,7.12,3,0,"['df', 'cols', 'y', 'f', 'iter']","[None, None, None, None, None]","[None, None, None, '2. / 3.', '3']",12,[],"['len', 'int', 'range', 'np.clip', 'np.zeros', 'np.ones', 'np.array', 'np.sum', 'linalg.solve', 'np.median']",10
source/bin/deltapy/interact.py:autoregression,autoregression,function,21,43,34,459,10.67,2,2,"['df', 'drop', 'settings={""autoreg_lag""']","[None, None, '']","[None, 'None', '{""autoreg_lag"":4}']",44,"['    """"""\n', '    This function calculates the autoregression for each channel.\n', '    :param x: the input signal. Its size is (number of channels, samples).\n', '    :param settings: a dictionary with one attribute, ""autoreg_lag"", that is the max lag for autoregression.\n', '    :return: the ""final_value"" is a matrix (number of channels, autoreg_lag) indicating the parameters of\n', '      autoregression for each channel.\n', '    """"""\n']","['df.drop', 'timer', 'np.zeros', 'range', 'AR', 'len', 'np.real', 'pd.concat']",8
source/bin/deltapy/interact.py:muldiv,muldiv,function,11,21,18,222,10.57,2,1,"['df', 'feature_list']","[None, None]","[None, None]",80,[],[],0
source/bin/deltapy/interact.py:decision_tree_disc,decision_tree_disc,function,12,19,18,245,12.89,1,0,"['df', 'cols', 'depth']","[None, None, None]","[None, None, '4']",95,[],"['DecisionTreeRegressor', 'tree_model.fit', 'tree_model.predict']",3
source/bin/deltapy/interact.py:quantile_normalize,quantile_normalize,function,19,39,29,292,7.49,3,2,"['df', 'drop']","[None, None]","[None, None]",108,[],"['df.drop', 'dic.update', 'sorted', 'pd.DataFrame', 'sorted_df.mean', 'np.searchsorted', 'pd.concat']",7
source/bin/deltapy/interact.py:haversine_distance,haversine_distance,function,14,30,26,230,7.67,0,0,"['row', 'lon', 'lat']","[None, None, None]","[None, '""Open""', '""Close""']",134,[],"['radians', 'sin', 'cos', 'atan2', 'sqrt']",5
source/bin/deltapy/interact.py:tech,tech,function,2,7,7,96,13.71,0,0,['df'],[None],[None],152,[],['ta.add_all_ta_features'],1
source/bin/deltapy/interact.py:genetic_feat,genetic_feat,function,10,37,36,524,14.16,0,0,"['df', 'num_gen', 'num_comp']","[None, None, None]","[None, '20', '10']",161,[],"['SymbolicTransformer', 'gp.fit_transform', 'pd.DataFrame', 'range', 'pd.concat']",5
source/bin/deltapy/mapper.py:pca_feature,pca_feature,function,21,69,50,803,11.64,0,5,"['df', 'memory_issues', 'mem_iss_component', 'variance_or_components', 'n_components', 'drop_cols', 'non_linear']","[None, None, None, None, None, None, None]","[None, 'False', 'False', '0.80', '5', 'None', 'True']",13,[],"['KernelPCA', 'ValueError', 'IncrementalPCA', 'PCA', 'pca.fit_transform', 'pd.concat', 'range', 'pd.DataFrame']",8
source/bin/deltapy/mapper.py:cross_lag,cross_lag,function,18,34,23,367,10.79,0,2,"['df', 'drop', 'lags', 'components']","[None, None, None, None]","[None, 'None', '1', '4']",43,[],"['df.drop', 'df.shift', 'df_2.dropna', 'CCA', 'cca.fit', 'cca.transform', 'pd.DataFrame', 'df.add_prefix', 'pd.concat']",9
source/bin/deltapy/mapper.py:a_chi,a_chi,function,16,31,21,394,12.71,0,2,"['df', 'drop', 'lags', 'sample_steps']","[None, None, None, None]","[None, 'None', '1', '2']",71,[],"['df.drop', 'df.shift', 'df_2.dropna', 'AdditiveChi2Sampler', 'chi2sampler.fit_transform', 'pd.DataFrame', 'df.add_prefix', 'pd.concat']",8
source/bin/deltapy/mapper.py:encoder_dataset,encoder_dataset,function,25,66,50,989,14.98,0,2,"['df', 'drop', 'dimesions']","[None, None, None]","[None, 'None', '20']",99,[],"['minmax_scale', 'pd.DataFrame', 'encoded_train.add_prefix', 'pd.concat']",4
source/bin/deltapy/mapper.py:lle_feat,lle_feat,function,13,21,15,242,11.52,0,2,"['df', 'drop', 'components']","[None, None, None]","[None, 'None', '4']",136,[],"['df.drop', 'LocallyLinearEmbedding', 'embedding.fit_transform', 'pd.DataFrame', 'df.add_prefix', 'pd.concat']",6
source/bin/deltapy/mapper.py:feature_agg,feature_agg,function,14,23,17,294,12.78,0,2,"['df', 'drop', 'components']","[None, None, None]","[None, 'None', '4']",154,[],"['df.drop', 'min', 'cluster.FeatureAgglomeration', 'agglo.fit', 'pd.DataFrame', 'df.add_prefix', 'pd.concat']",7
source/bin/deltapy/mapper.py:neigh_feat,neigh_feat,function,15,28,20,304,10.86,0,2,"['df', 'drop', 'neighbors']","[None, None, None]","[None, None, '6']",177,[],"['df.drop', 'min', 'NearestNeighbors', 'neigh.fit', 'neigh.kneighbors', 'pd.DataFrame', 'df.add_prefix', 'pd.concat']",8
source/bin/deltapy/transform.py:infer_seasonality,infer_seasonality,function,1,3,3,89,29.67,0,0,"['train', 'index=0)', 'normallytrain', 'min_period', 'max_period=None)try']","[None, '', None, None, '']","[None, '0): ##skip the first one', None, '4', 'None)try:']",11,[],['int'],1
source/bin/deltapy/transform.py:robust_scaler,robust_scaler,function,14,27,21,224,8.3,0,2,"['df', 'drop', 'quantile_range', '75']","[None, None, None, None]","[None, 'None', '(25', None]",22,[],"['df.drop', 'np.median', 'np.percentile', 'pd.concat']",4
source/bin/deltapy/transform.py:standard_scaler,standard_scaler,function,11,24,17,160,6.67,0,2,"['df', 'drop']","[None, None]","[None, None]",39,[],"['df.drop', 'np.mean', 'np.std', 'pd.concat']",4
source/bin/deltapy/transform.py:fast_fracdiff,fast_fracdiff,function,17,38,34,231,6.08,1,0,"['x', 'cols', 'd']","[None, None, None]","[None, None, None]",57,[],"['len', 'int', 'np.ceil', 'np.arange', 'tuple', 'pl.ifft', 'pl.fft', 'np.real']",8
source/bin/deltapy/transform.py:outlier_detect,outlier_detect,function,21,93,51,1214,13.05,0,4,"['data', 'col', 'threshold', 'method']","[None, None, None, None]","[None, None, '1', '""IQR""']",75,[],"['np.median', 'pd.Series', 'np.abs', 'print', 'pd.concat', 'tmp.any']",6
source/bin/deltapy/transform.py:windsorization,windsorization,function,8,23,15,311,13.52,0,1,"['data', 'col', 'para', 'strategy']","[None, None, None, None]","[None, None, None, ""'both'""]",104,"['    """"""\n', '    top-coding & bottom coding (capping the maximum of a distribution at an arbitrarily set value,vice versa)\n', '    """"""\n']",['data.copy'],1
source/bin/deltapy/transform.py:operations,operations,function,21,53,36,691,13.04,0,0,"['df', 'features']","[None, None]","[None, None]",125,[],"['df_new.min', 'pd.DataFrame', 'pd.concat']",3
source/bin/deltapy/transform.py:initial_trend,initial_trend,function,5,14,12,83,5.93,1,0,"['series', 'slen']","[None, None]","[None, None]",150,[],"['range', 'float']",2
source/bin/deltapy/transform.py:initial_seasonal_components,initial_seasonal_components,function,12,28,20,341,12.18,3,0,"['series', 'slen']","[None, None]","[None, None]",156,[],"['int', 'range', 'season_averages.append']",3
source/bin/deltapy/transform.py:triple_exponential_smoothing,triple_exponential_smoothing,function,27,60,50,615,10.25,2,2,"['df', 'cols', 'slen', 'alpha', 'beta', 'gamma', 'n_preds']","[None, None, None, None, None, None, None]","[None, None, None, None, None, None, None]",171,[],"['initial_seasonal_components', 'range', 'initial_trend', 'result.append', 'len']",5
source/bin/deltapy/transform.py:naive_dec,naive_dec,function,7,19,19,228,12.0,1,0,"['df', 'columns', 'freq']","[None, None, None]","[None, None, '2']",200,[],[],0
source/bin/deltapy/transform.py:bkb,bkb,function,6,11,11,94,8.55,1,0,"['df', 'cols']","[None, None]","[None, None]",213,[],['len'],1
source/bin/deltapy/transform.py:butter_lowpass,butter_lowpass,function,15,34,30,276,8.12,1,0,"['cutoff', 'fs', 'order']","[None, None, None]","[None, '20', '5']",223,[],"['signal.butter', 'butter_lowpass_filter', 'butter_lowpass', 'signal.lfilter']",4
source/bin/deltapy/transform.py:butter_lowpass_filter,butter_lowpass_filter,function,9,15,15,110,7.33,1,0,"['df', 'cols', 'cutoff', 'fs', 'order']","[None, None, None, None, None]","[None, None, None, '20', '5']",229,[],"['butter_lowpass', 'signal.lfilter']",2
source/bin/deltapy/transform.py:instantaneous_phases,instantaneous_phases,function,6,10,10,98,9.8,1,0,"['df', 'cols']","[None, None]","[None, None]",241,[],['np.unwrap'],1
