PyGithub/github/AccessToken.py:AccessToken:__repr__, method, self.get__repr__, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:get__repr__
PyGithub/github/Requester.py:Requester:__requestRaw, method, input.close, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: input:close
PyGithub/github/Requester.py:Requester:__requestRaw, method, self.__log, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:__log
PyGithub/github/Requester.py:Requester:__requestRaw, method, time.sleep, [CLASS] [STDLIB], , [CLASS] [STDLIB]: time:sleep
PyGithub/github/Requester.py:Requester:__requestRaw, method, self.__requestRaw, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:__requestRaw
PyGithub/github/Requester.py:Requester:__makeAbsoluteUrl, method, url.startswith, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: url:startswith
PyGithub/github/Requester.py:Requester:__addParametersToUrl, method, len, , , len
PyGithub/github/Requester.py:Requester:__createConnection, method, self.__connectionClass, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:__connectionClass
PyGithub/github/Requester.py:Requester:__log, method, logging.getLogger, [CLASS] [STDLIB], C:/Python39/lib/logging, [CLASS] [STDLIB]: logging:getLogger
PyGithub/github/Requester.py:Requester:__log, method, requestHeaders.copy, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: requestHeaders:copy
PyGithub/github/RequiredPullRequestReviews.py:RequiredPullRequestReviews:__repr__, method, self.get__repr__, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:get__repr__
PyGithub/github/RequiredPullRequestReviews.py:RequiredPullRequestReviews:dismiss_stale_reviews, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/RequiredPullRequestReviews.py:RequiredPullRequestReviews:require_code_owner_reviews, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/RequiredPullRequestReviews.py:RequiredPullRequestReviews:required_approving_review_count, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/RequiredPullRequestReviews.py:RequiredPullRequestReviews:url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/RequiredPullRequestReviews.py:RequiredPullRequestReviews:dismissal_users, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/RequiredPullRequestReviews.py:RequiredPullRequestReviews:dismissal_teams, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/RequiredPullRequestReviews.py:RequiredPullRequestReviews:_useAttributes, method, self._makeListOfClassesAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeListOfClassesAttribute
PyGithub/github/RequiredPullRequestReviews.py:RequiredPullRequestReviews:_useAttributes, method, self._makeBoolAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeBoolAttribute
PyGithub/github/RequiredPullRequestReviews.py:RequiredPullRequestReviews:_useAttributes, method, self._makeIntAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeIntAttribute
PyGithub/github/RequiredPullRequestReviews.py:RequiredPullRequestReviews:_useAttributes, method, self._makeStringAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeStringAttribute
PyGithub/github/RequiredStatusChecks.py:RequiredStatusChecks:__repr__, method, self.get__repr__, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:get__repr__
PyGithub/github/RequiredStatusChecks.py:RequiredStatusChecks:strict, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/RequiredStatusChecks.py:RequiredStatusChecks:contexts, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/RequiredStatusChecks.py:RequiredStatusChecks:url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/RequiredStatusChecks.py:RequiredStatusChecks:_useAttributes, method, self._makeBoolAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeBoolAttribute
PyGithub/github/RequiredStatusChecks.py:RequiredStatusChecks:_useAttributes, method, self._makeListOfStringsAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeListOfStringsAttribute
PyGithub/github/RequiredStatusChecks.py:RequiredStatusChecks:_useAttributes, method, self._makeStringAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeStringAttribute
PyGithub/github/SelfHostedActionsRunner.py:SelfHostedActionsRunner:__repr__, method, self.get__repr__, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:get__repr__
PyGithub/github/SelfHostedActionsRunner.py:SelfHostedActionsRunner:_useAttributes, method, self._makeIntAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeIntAttribute
PyGithub/github/SelfHostedActionsRunner.py:SelfHostedActionsRunner:_useAttributes, method, self._makeStringAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeStringAttribute
PyGithub/github/SelfHostedActionsRunner.py:SelfHostedActionsRunner:_useAttributes, method, self._makeBoolAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeBoolAttribute
PyGithub/github/SelfHostedActionsRunner.py:SelfHostedActionsRunner:_useAttributes, method, self._makeListOfDictsAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeListOfDictsAttribute
PyGithub/github/SourceImport.py:SourceImport:__repr__, method, self.get__repr__, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:get__repr__
PyGithub/github/SourceImport.py:SourceImport:authors_count, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/SourceImport.py:SourceImport:authors_url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/SourceImport.py:SourceImport:has_large_files, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/SourceImport.py:SourceImport:html_url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/SourceImport.py:SourceImport:large_files_count, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/SourceImport.py:SourceImport:large_files_size, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/SourceImport.py:SourceImport:repository_url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/SourceImport.py:SourceImport:status, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/SourceImport.py:SourceImport:status_text, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/SourceImport.py:SourceImport:url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/SourceImport.py:SourceImport:use_lfs, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/SourceImport.py:SourceImport:vcs, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/SourceImport.py:SourceImport:vcs_url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/SourceImport.py:SourceImport:update, method, super, , , super
PyGithub/github/SourceImport.py:SourceImport:_useAttributes, method, self._makeIntAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeIntAttribute
PyGithub/github/SourceImport.py:SourceImport:_useAttributes, method, self._makeStringAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeStringAttribute
PyGithub/github/SourceImport.py:SourceImport:_useAttributes, method, self._makeBoolAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeBoolAttribute
PyGithub/github/Stargazer.py:Stargazer:__repr__, method, self.get__repr__, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:get__repr__
PyGithub/github/Stargazer.py:Stargazer:_useAttributes, method, self._makeDatetimeAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeDatetimeAttribute
PyGithub/github/Stargazer.py:Stargazer:_useAttributes, method, self._makeClassAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeClassAttribute
PyGithub/github/StatsCodeFrequency.py:StatsCodeFrequency:_useAttributes, method, self._makeTimestampAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeTimestampAttribute
PyGithub/github/StatsCodeFrequency.py:StatsCodeFrequency:_useAttributes, method, self._makeIntAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeIntAttribute
PyGithub/github/StatsCommitActivity.py:StatsCommitActivity:_useAttributes, method, self._makeTimestampAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeTimestampAttribute
PyGithub/github/StatsCommitActivity.py:StatsCommitActivity:_useAttributes, method, self._makeIntAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeIntAttribute
PyGithub/github/StatsCommitActivity.py:StatsCommitActivity:_useAttributes, method, self._makeListOfIntsAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeListOfIntsAttribute
PyGithub/github/StatsContributor.py:StatsContributor:_useAttributes, method, self._makeClassAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeClassAttribute
PyGithub/github/StatsContributor.py:StatsContributor:_useAttributes, method, self._makeIntAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeIntAttribute
PyGithub/github/StatsContributor.py:StatsContributor:_useAttributes, method, self._makeListOfClassesAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeListOfClassesAttribute
PyGithub/github/StatsParticipation.py:StatsParticipation:_useAttributes, method, self._makeListOfIntsAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeListOfIntsAttribute
PyGithub/github/Tag.py:Tag:__repr__, method, self.get__repr__, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:get__repr__
PyGithub/github/Tag.py:Tag:_useAttributes, method, self._makeClassAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeClassAttribute
PyGithub/github/Tag.py:Tag:_useAttributes, method, self._makeStringAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeStringAttribute
PyGithub/github/Team.py:Team:__repr__, method, self.get__repr__, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:get__repr__
PyGithub/github/Team.py:Team:id, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Team.py:Team:members_count, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Team.py:Team:members_url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Team.py:Team:name, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Team.py:Team:description, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Team.py:Team:permission, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Team.py:Team:repos_count, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Team.py:Team:repositories_url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Team.py:Team:slug, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Team.py:Team:url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Team.py:Team:organization, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Team.py:Team:privacy, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Team.py:Team:parent, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Team.py:Team:get_team_membership, method, isinstance, [BUILT_IN], , [BUILT_IN]: isinstance
PyGithub/github/TeamDiscussion.py:TeamDiscussion:__repr__, method, self.get__repr__, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:get__repr__
PyGithub/github/TeamDiscussion.py:TeamDiscussion:author, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/TeamDiscussion.py:TeamDiscussion:body, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/TeamDiscussion.py:TeamDiscussion:body_html, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/TeamDiscussion.py:TeamDiscussion:body_version, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/TeamDiscussion.py:TeamDiscussion:comments_count, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/TeamDiscussion.py:TeamDiscussion:comments_url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/TeamDiscussion.py:TeamDiscussion:created_at, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/TeamDiscussion.py:TeamDiscussion:html_url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/TeamDiscussion.py:TeamDiscussion:last_edited_at, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/TeamDiscussion.py:TeamDiscussion:node_id, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/TeamDiscussion.py:TeamDiscussion:number, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/TeamDiscussion.py:TeamDiscussion:pinned, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/TeamDiscussion.py:TeamDiscussion:private, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/TeamDiscussion.py:TeamDiscussion:team_url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/TeamDiscussion.py:TeamDiscussion:title, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/TeamDiscussion.py:TeamDiscussion:updated_at, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/TeamDiscussion.py:TeamDiscussion:url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/TeamDiscussion.py:TeamDiscussion:_useAttributes, method, self._makeClassAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeClassAttribute
PyGithub/github/TeamDiscussion.py:TeamDiscussion:_useAttributes, method, self._makeStringAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeStringAttribute
PyGithub/github/TeamDiscussion.py:TeamDiscussion:_useAttributes, method, self._makeIntAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeIntAttribute
PyGithub/github/TeamDiscussion.py:TeamDiscussion:_useAttributes, method, self._makeDatetimeAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeDatetimeAttribute
PyGithub/github/TeamDiscussion.py:TeamDiscussion:_useAttributes, method, self._makeBoolAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeBoolAttribute
PyGithub/github/TimelineEvent.py:TimelineEvent:__repr__, method, self.get__repr__, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:get__repr__
PyGithub/github/TimelineEvent.py:TimelineEvent:_useAttributes, method, self._makeClassAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeClassAttribute
PyGithub/github/TimelineEvent.py:TimelineEvent:_useAttributes, method, self._makeStringAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeStringAttribute
PyGithub/github/TimelineEvent.py:TimelineEvent:_useAttributes, method, self._makeDatetimeAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeDatetimeAttribute
PyGithub/github/TimelineEvent.py:TimelineEvent:_useAttributes, method, self._makeIntAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeIntAttribute
PyGithub/github/TimelineEventSource.py:TimelineEventSource:__repr__, method, self.get__repr__, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:get__repr__
PyGithub/github/TimelineEventSource.py:TimelineEventSource:_useAttributes, method, self._makeStringAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeStringAttribute
PyGithub/github/TimelineEventSource.py:TimelineEventSource:_useAttributes, method, self._makeClassAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeClassAttribute
PyGithub/github/Topic.py:Topic:__repr__, method, self.get__repr__, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:get__repr__
PyGithub/github/Topic.py:Topic:_useAttributes, method, self._makeStringAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeStringAttribute
PyGithub/github/Topic.py:Topic:_useAttributes, method, self._makeDatetimeAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeDatetimeAttribute
PyGithub/github/Topic.py:Topic:_useAttributes, method, self._makeBoolAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeBoolAttribute
PyGithub/github/Topic.py:Topic:_useAttributes, method, self._makeFloatAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeFloatAttribute
PyGithub/github/UserKey.py:UserKey:__repr__, method, self.get__repr__, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:get__repr__
PyGithub/github/UserKey.py:UserKey:id, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/UserKey.py:UserKey:key, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/UserKey.py:UserKey:title, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/UserKey.py:UserKey:url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/UserKey.py:UserKey:verified, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/UserKey.py:UserKey:_useAttributes, method, self._makeIntAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeIntAttribute
PyGithub/github/UserKey.py:UserKey:_useAttributes, method, self._makeStringAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeStringAttribute
PyGithub/github/UserKey.py:UserKey:_useAttributes, method, self._makeBoolAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeBoolAttribute
PyGithub/github/View.py:View:__repr__, method, self.get__repr__, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:get__repr__
PyGithub/github/View.py:View:_useAttributes, method, self._makeDatetimeAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeDatetimeAttribute
PyGithub/github/View.py:View:_useAttributes, method, self._makeIntAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeIntAttribute
PyGithub/github/Workflow.py:Workflow:__repr__, method, self.get__repr__, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:get__repr__
PyGithub/github/Workflow.py:Workflow:id, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Workflow.py:Workflow:name, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Workflow.py:Workflow:path, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Workflow.py:Workflow:state, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Workflow.py:Workflow:created_at, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Workflow.py:Workflow:updated_at, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Workflow.py:Workflow:url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Workflow.py:Workflow:html_url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Workflow.py:Workflow:badge_url, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/Workflow.py:Workflow:create_dispatch, method, isinstance, [BUILT_IN], , [BUILT_IN]: isinstance
PyGithub/github/Workflow.py:Workflow:get_runs, method, isinstance, [BUILT_IN], , [BUILT_IN]: isinstance
PyGithub/github/Workflow.py:Workflow:get_runs, method, dict, [BUILT_IN], , [BUILT_IN]: dict
PyGithub/github/Workflow.py:Workflow:_useAttributes, method, self._makeIntAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeIntAttribute
PyGithub/github/Workflow.py:Workflow:_useAttributes, method, self._makeStringAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeStringAttribute
PyGithub/github/Workflow.py:Workflow:_useAttributes, method, self._makeDatetimeAttribute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_makeDatetimeAttribute
PyGithub/github/WorkflowRun.py:WorkflowRun:__repr__, method, self.get__repr__, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:get__repr__
PyGithub/github/WorkflowRun.py:WorkflowRun:id, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/WorkflowRun.py:WorkflowRun:head_branch, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/WorkflowRun.py:WorkflowRun:head_sha, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/WorkflowRun.py:WorkflowRun:run_number, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
PyGithub/github/WorkflowRun.py:WorkflowRun:event, method, self._completeIfNotSet, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: self:_completeIfNotSet
